0.018077	0.024709	0.018956	0.013683
0.015920	0.020474	0.020794	0.013123
0.020315	0.017997	0.019915	0.012484
0.028704	0.021833	0.019675	0.013842
0.031820	0.029343	0.021114	0.014082
0.028385	0.031980	0.020714	0.013123
0.021273	0.025908	0.019915	0.014322
0.016080	0.020394	0.020394	0.015041
0.021433	0.019356	0.021034	0.013523
0.031181	0.023750	0.020714	0.014242
0.033259	0.029343	0.020634	0.015680
0.029184	0.033259	0.021833	0.014082
0.023830	0.028465	0.021593	0.014322
0.017758	0.021193	0.020474	0.016479
0.021833	0.020634	0.022552	0.014641
0.033019	0.026307	0.022632	0.014721
0.034457	0.030782	0.020954	0.016479
0.029983	0.033978	0.022552	0.015121
0.024949	0.030382	0.023031	0.014961
0.018956	0.022712	0.021273	0.016000
0.022552	0.021034	0.023031	0.015680
0.032859	0.027506	0.024150	0.015201
0.036215	0.032220	0.022791	0.015920
0.031021	0.034218	0.022871	0.016639
0.024949	0.031181	0.024549	0.015920
0.020794	0.024070	0.022871	0.016000
0.024390	0.021593	0.023591	0.017118
0.033498	0.027985	0.024789	0.016639
0.037893	0.033498	0.023591	0.016399
0.033179	0.034937	0.023990	0.017917
0.025908	0.031820	0.024549	0.017518
0.022152	0.026067	0.023910	0.016959
0.026147	0.023191	0.024070	0.018157
0.034697	0.028704	0.024709	0.018077
0.039172	0.035416	0.024869	0.017198
0.035416	0.037094	0.025189	0.018237
0.027586	0.032699	0.024789	0.018397
0.023511	0.027905	0.025189	0.017518
0.027985	0.025268	0.025988	0.018557
0.036135	0.029423	0.025268	0.018557
0.040370	0.036455	0.026387	0.018237
0.036375	0.039172	0.026707	0.018397
0.028465	0.034218	0.025508	0.018397
0.024310	0.028784	0.026547	0.017997
0.028385	0.026547	0.027106	0.018557
0.036934	0.031261	0.025748	0.018157
0.041009	0.037573	0.027506	0.018637
0.037174	0.039811	0.027506	0.018956
0.029264	0.034537	0.026067	0.017997
0.024949	0.029264	0.027186	0.018237
0.028624	0.026946	0.027186	0.018716
0.037174	0.032060	0.026467	0.018716
0.042048	0.038133	0.027985	0.018956
0.037094	0.040130	0.027985	0.019436
0.030143	0.035736	0.027346	0.018956
0.026707	0.030462	0.028305	0.019036
0.029583	0.027905	0.027905	0.019835
0.038133	0.032380	0.027745	0.019196
0.043326	0.039172	0.029024	0.019755
0.038293	0.041249	0.028305	0.020075
0.031101	0.036774	0.028305	0.020075
0.027666	0.031341	0.029423	0.020235
0.031021	0.028624	0.028305	0.020075
0.039251	0.033179	0.028784	0.020794
0.044365	0.040610	0.029983	0.021114
0.040370	0.041489	0.028784	0.020315
0.032620	0.037733	0.028944	0.021273
0.028145	0.032300	0.029743	0.021673
0.032540	0.030462	0.029024	0.020634
0.040929	0.034138	0.029583	0.021273
0.045724	0.041329	0.030462	0.022312
0.041648	0.043646	0.029104	0.020954
0.034377	0.038852	0.030222	0.021753
0.028944	0.033898	0.030622	0.022951
0.033738	0.032140	0.029823	0.021353
0.042368	0.035736	0.031101	0.021992
0.046682	0.042368	0.030942	0.023031
0.042687	0.044924	0.030462	0.021513
0.035656	0.040370	0.031581	0.022312
0.030302	0.035096	0.031421	0.023271
0.034138	0.033099	0.031101	0.021673
0.043486	0.037254	0.032620	0.022312
0.046842	0.043726	0.032140	0.022791
0.043326	0.046123	0.031661	0.021913
0.036455	0.042048	0.032859	0.023031
0.030942	0.035656	0.032460	0.022312
0.034777	0.033898	0.032060	0.022152
0.044445	0.038133	0.033818	0.023511
0.047561	0.044205	0.033259	0.022632
0.044525	0.046602	0.032380	0.022712
0.036854	0.043326	0.034058	0.023910
0.031820	0.036695	0.033019	0.022871
0.036055	0.034377	0.032779	0.023191
0.044685	0.039172	0.034537	0.024230
0.049639	0.044765	0.033419	0.023351
0.045244	0.047481	0.033498	0.023591
0.038372	0.044205	0.034138	0.024709
0.033099	0.037174	0.033259	0.023910
0.037094	0.035336	0.033898	0.024070
0.045883	0.040610	0.034537	0.025109
0.050677	0.045963	0.033818	0.023990
0.046283	0.048440	0.034457	0.024230
0.039331	0.045004	0.034697	0.024949
0.033898	0.038293	0.033818	0.024390
0.037813	0.036375	0.035017	0.025268
0.047002	0.041569	0.035656	0.024949
0.051317	0.047162	0.034537	0.024230
0.047002	0.049479	0.035656	0.025748
0.040050	0.046363	0.035816	0.025109
0.035336	0.039331	0.034457	0.024949
0.037893	0.037014	0.036055	0.026147
0.047801	0.041968	0.036455	0.025189
0.052755	0.048280	0.035096	0.024949
0.047641	0.049479	0.036295	0.026467
0.040450	0.046602	0.036375	0.025588
0.036695	0.040770	0.035656	0.025189
0.039811	0.037653	0.035816	0.027186
0.047961	0.042527	0.036535	0.026227
0.054673	0.049479	0.036215	0.025908
0.049719	0.051157	0.036615	0.027586
0.040770	0.047561	0.036695	0.026307
0.038293	0.042288	0.036934	0.026147
0.041009	0.039172	0.036455	0.027426
0.048440	0.042687	0.036774	0.027266
0.055392	0.050837	0.037973	0.025988
0.051556	0.052995	0.037254	0.027106
0.041968	0.047961	0.036615	0.027426
0.038452	0.043646	0.038293	0.026867
0.041888	0.041009	0.038372	0.027026
0.049479	0.043406	0.036934	0.027426
0.054593	0.051397	0.038612	0.026787
0.052435	0.054673	0.039012	0.026547
0.043247	0.048440	0.037334	0.027825
0.037414	0.043406	0.038852	0.027745
0.043007	0.042527	0.039651	0.026467
0.051477	0.044205	0.037973	0.027506
0.054673	0.050997	0.039012	0.028385
0.052995	0.055791	0.040290	0.026787
0.044924	0.049878	0.038772	0.027506
0.038372	0.043406	0.038612	0.029184
0.043326	0.043007	0.040610	0.027506
0.053394	0.045404	0.038932	0.027586
0.055951	0.051157	0.039012	0.029743
0.052755	0.056111	0.040770	0.027745
0.046602	0.051397	0.039411	0.027346
0.039571	0.043806	0.038692	0.029903
0.042927	0.042767	0.040770	0.028465
0.054033	0.047082	0.040050	0.027745
0.057070	0.052196	0.039571	0.030302
0.052915	0.055552	0.040610	0.028864
0.046922	0.052835	0.040450	0.028385
0.041009	0.045244	0.039651	0.029743
0.043886	0.042527	0.040690	0.029903
0.054273	0.047881	0.041169	0.028704
0.058828	0.053474	0.040690	0.029583
0.054433	0.055791	0.040530	0.030622
0.047641	0.053394	0.040849	0.029423
0.042847	0.046922	0.040770	0.029983
0.045164	0.043406	0.040450	0.030622
0.054593	0.048680	0.041728	0.030063
0.060426	0.055312	0.041888	0.029823
0.055791	0.056750	0.040929	0.031181
0.047881	0.053874	0.041169	0.030622
0.043247	0.048680	0.042208	0.030222
0.046443	0.045004	0.041249	0.030382
0.055312	0.049319	0.041569	0.030782
0.060266	0.056590	0.043007	0.030622
0.056990	0.057789	0.042128	0.030143
0.048121	0.054673	0.042208	0.030382
0.043326	0.049639	0.043087	0.030222
0.046842	0.045883	0.042687	0.030542
0.055791	0.049799	0.042368	0.030222
0.060106	0.057150	0.043726	0.030462
0.056910	0.058668	0.042767	0.030143
0.048680	0.055072	0.042767	0.030542
0.043566	0.049799	0.043966	0.030382
0.046842	0.045883	0.043486	0.031021
0.056590	0.050438	0.043326	0.031261
0.060825	0.056990	0.044205	0.031261
0.057949	0.059387	0.043406	0.031101
0.050198	0.056590	0.043486	0.031181
0.044924	0.049958	0.044285	0.031341
0.047801	0.046443	0.043007	0.031661
0.057709	0.051317	0.043966	0.031900
0.062423	0.057869	0.044685	0.031980
0.058907	0.060186	0.043406	0.031900
0.051077	0.057150	0.044445	0.031980
0.045803	0.050598	0.044445	0.032060
0.049079	0.047721	0.043566	0.032220
0.058188	0.051956	0.045244	0.032220
0.063142	0.058029	0.045404	0.032380
0.060106	0.061145	0.044445	0.031900
0.051397	0.057949	0.045084	0.032620
0.045963	0.051317	0.045404	0.032460
0.049878	0.048520	0.044605	0.031820
0.058748	0.052595	0.045324	0.032859
0.062583	0.058588	0.045883	0.033099
0.061145	0.061944	0.045084	0.031741
0.052116	0.058588	0.045564	0.032779
0.045883	0.051317	0.045244	0.033179
0.051077	0.049559	0.044924	0.032620
0.059627	0.053234	0.046363	0.033818
0.063142	0.058428	0.045404	0.034058
0.061944	0.062982	0.045724	0.033179
0.053394	0.059147	0.046842	0.033259
0.046922	0.051796	0.045004	0.034138
0.051237	0.050358	0.045883	0.033339
0.060745	0.053953	0.047242	0.033738
0.064900	0.059547	0.045803	0.034617
0.062583	0.063702	0.046283	0.033578
0.054113	0.060266	0.046922	0.033498
0.047721	0.052835	0.045724	0.034537
0.052036	0.051636	0.046922	0.033578
0.060825	0.054753	0.047961	0.034058
0.065539	0.060426	0.046523	0.033898
0.063142	0.064820	0.046922	0.034218
0.054033	0.061145	0.047881	0.034218
0.048041	0.053714	0.046682	0.033818
0.052515	0.051716	0.047401	0.033978
0.060585	0.054912	0.048041	0.034377
0.066338	0.060905	0.047162	0.033658
0.063782	0.065300	0.047881	0.034218
0.054273	0.061065	0.047881	0.034537
0.049079	0.054353	0.047481	0.033658
0.052995	0.052435	0.048600	0.034537
0.061225	0.055472	0.048280	0.034617
0.066658	0.061384	0.047561	0.034697
0.064341	0.065459	0.049000	0.034857
0.055072	0.061225	0.047801	0.034777
0.049958	0.055392	0.047961	0.034617
0.052995	0.052435	0.049239	0.035336
0.062024	0.055631	0.048201	0.035336
0.067537	0.062104	0.048440	0.034777
0.064181	0.065779	0.049639	0.035656
0.056351	0.062263	0.048201	0.034777
0.050837	0.055392	0.048280	0.035256
0.053154	0.052595	0.049639	0.035975
0.062743	0.056191	0.048680	0.035336
0.068656	0.062982	0.048840	0.035576
0.064660	0.065300	0.049399	0.036774
0.056670	0.062583	0.048760	0.035576
0.052276	0.056750	0.048920	0.035496
0.053394	0.052755	0.048920	0.037174
0.063142	0.056750	0.048840	0.035336
0.070493	0.063941	0.049479	0.035656
0.065459	0.066019	0.048680	0.037653
0.056830	0.063782	0.049239	0.036135
0.053554	0.058268	0.049719	0.035816
0.054513	0.053714	0.048680	0.037573
0.063302	0.057549	0.049639	0.036455
0.070973	0.065220	0.050837	0.035816
0.066498	0.067537	0.049319	0.037254
0.057150	0.064021	0.049319	0.036615
0.053314	0.059227	0.051636	0.035736
0.055312	0.054513	0.049799	0.036615
0.063222	0.057629	0.050358	0.036774
0.070014	0.065859	0.051716	0.036055
0.067137	0.068176	0.050677	0.035975
0.057389	0.063861	0.050278	0.036774
0.051956	0.059147	0.052116	0.036215
0.055871	0.055472	0.051157	0.035096
0.064261	0.057389	0.050358	0.037094
0.068895	0.065380	0.052435	0.036774
0.067617	0.069135	0.051556	0.035656
0.059227	0.064501	0.050518	0.037094
0.051157	0.057949	0.051636	0.037334
0.056510	0.056111	0.051636	0.036135
0.066099	0.058588	0.051237	0.036934
0.069534	0.064501	0.051157	0.038452
0.068176	0.069455	0.051876	0.036695
0.061225	0.065539	0.051077	0.036774
0.051956	0.058029	0.050677	0.039012
0.056351	0.056430	0.052276	0.037014
0.067936	0.059946	0.051956	0.037174
0.070413	0.064581	0.050278	0.039012
0.068096	0.069455	0.052515	0.037573
0.061784	0.067137	0.052755	0.036934
0.052675	0.058508	0.050997	0.038852
0.056271	0.056111	0.052515	0.037494
0.067777	0.061464	0.053154	0.037334
0.070813	0.065220	0.050997	0.038452
0.068496	0.069215	0.052515	0.038053
0.061944	0.068016	0.053714	0.037573
0.054113	0.059467	0.051317	0.037414
0.056910	0.056031	0.052276	0.038692
0.066578	0.061145	0.053634	0.038293
0.072091	0.066179	0.052276	0.037653
0.069295	0.069534	0.052196	0.038772
0.061065	0.067936	0.053474	0.038612
0.054992	0.060266	0.052435	0.037414
0.058348	0.056430	0.052675	0.039571
0.066498	0.061464	0.053474	0.039251
0.072651	0.067617	0.052995	0.038053
0.071053	0.070174	0.052755	0.039331
0.061305	0.067777	0.052995	0.039092
0.055072	0.061145	0.053154	0.038293
0.059227	0.057549	0.053075	0.039092
0.066578	0.061464	0.052995	0.039251
0.072651	0.067936	0.053634	0.037813
0.071372	0.071372	0.053874	0.039411
0.061464	0.067777	0.052675	0.039331
0.055072	0.062024	0.054033	0.038452
0.059467	0.058108	0.054273	0.038612
0.067297	0.061544	0.053314	0.038852
0.073130	0.068096	0.054113	0.038692
0.071612	0.071372	0.054912	0.039491
0.062024	0.068735	0.053075	0.039012
0.055232	0.061784	0.054113	0.038452
0.059547	0.058188	0.054193	0.039411
0.067377	0.061544	0.053634	0.039331
0.073769	0.067857	0.054513	0.039092
0.071612	0.072091	0.054753	0.039971
0.062343	0.068815	0.053634	0.039331
0.056271	0.062263	0.054433	0.039012
0.059866	0.058987	0.054113	0.039331
0.067697	0.061944	0.053953	0.039651
0.074089	0.068496	0.055472	0.039411
0.072171	0.072571	0.054593	0.039651
0.063062	0.069215	0.054033	0.040050
0.056670	0.062503	0.055072	0.039811
0.059706	0.059067	0.054593	0.039491
0.068256	0.061384	0.054593	0.040050
0.074648	0.068735	0.055152	0.040370
0.072491	0.072731	0.054513	0.039411
0.063222	0.069295	0.054353	0.040530
0.056510	0.062583	0.055312	0.040770
0.060825	0.059227	0.054673	0.039172
0.068895	0.062343	0.054513	0.040130
0.074568	0.068815	0.055072	0.041249
0.073370	0.073130	0.054433	0.039491
0.064101	0.069934	0.054513	0.040690
0.057070	0.062903	0.054673	0.041249
0.061065	0.060026	0.054193	0.039731
0.069614	0.062903	0.055072	0.040370
0.075128	0.069534	0.054673	0.041808
0.072970	0.073769	0.054513	0.039891
0.065220	0.070813	0.055871	0.040130
0.057709	0.063222	0.054912	0.041489
0.061065	0.060825	0.054992	0.039811
0.070014	0.063782	0.056271	0.040370
0.075208	0.070413	0.055631	0.041089
0.073130	0.074169	0.055232	0.040130
0.064980	0.071532	0.056910	0.040290
0.057949	0.063782	0.055472	0.040370
0.060745	0.060266	0.055232	0.039651
0.069295	0.064101	0.057229	0.040530
0.074968	0.070413	0.056351	0.040450
0.073210	0.073929	0.055472	0.040210
0.064501	0.071372	0.056830	0.040849
0.057869	0.063222	0.055791	0.039971
0.061225	0.060186	0.055552	0.040530
0.068975	0.063702	0.057070	0.041569
0.075767	0.069934	0.056271	0.040290
0.074089	0.073530	0.055711	0.040690
0.065060	0.071372	0.056750	0.041888
0.058508	0.063782	0.055951	0.040929
0.062183	0.060506	0.055951	0.040849
0.070174	0.063941	0.056351	0.041888
0.076007	0.070014	0.055791	0.041009
0.074488	0.074089	0.056191	0.041169
0.066019	0.072091	0.056351	0.041968
0.059147	0.064341	0.056031	0.040929
0.062104	0.061145	0.057070	0.041009
0.070254	0.064021	0.056670	0.041968
0.076406	0.070813	0.055631	0.041089
0.074089	0.074568	0.056830	0.041648
0.066338	0.072171	0.056910	0.041409
0.059547	0.064740	0.055871	0.040849
0.061944	0.060745	0.056910	0.041249
0.070334	0.064581	0.057309	0.041009
0.076886	0.071212	0.056191	0.041409
0.074329	0.074409	0.056910	0.041968
0.066099	0.072651	0.056830	0.041089
0.060665	0.065060	0.056191	0.041089
0.061784	0.060905	0.056351	0.042527
0.069934	0.064261	0.057150	0.041888
0.077924	0.071452	0.057150	0.041089
0.075048	0.075208	0.056670	0.042767
0.065459	0.072331	0.057150	0.041648
0.060985	0.065539	0.056590	0.041249
0.062663	0.061784	0.056670	0.042607
0.069614	0.064021	0.057229	0.041569
0.078164	0.072171	0.057389	0.041009
0.075927	0.075687	0.056910	0.042368
0.065539	0.071772	0.056910	0.041968
0.060426	0.066099	0.057629	0.041329
0.063382	0.062423	0.057229	0.041489
0.069934	0.063542	0.056510	0.041888
0.076886	0.071692	0.058188	0.041888
0.076406	0.076326	0.057949	0.041489
0.066179	0.071612	0.056430	0.042208
0.059387	0.065859	0.058029	0.041888
0.063702	0.063302	0.058029	0.040770
0.070733	0.063542	0.056351	0.041808
0.076166	0.071212	0.058348	0.042527
0.076326	0.077045	0.058668	0.040929
0.067697	0.072171	0.056910	0.041489
0.059307	0.064980	0.057150	0.043007
0.063382	0.063542	0.058588	0.041409
0.071852	0.064261	0.057389	0.041089
0.076087	0.070893	0.056910	0.043406
0.075607	0.076726	0.059067	0.041728
0.068336	0.073130	0.057150	0.041169
0.059946	0.064900	0.056670	0.043806
0.062343	0.063302	0.058748	0.042128
0.072251	0.065060	0.057869	0.040929
0.076886	0.070653	0.057070	0.043247
0.075287	0.075687	0.058588	0.042368
0.068496	0.073849	0.057549	0.041569
0.060985	0.064900	0.057070	0.043247
0.062263	0.061944	0.058268	0.042687
0.071452	0.065300	0.058029	0.041489
0.077764	0.070813	0.057309	0.042687
0.075048	0.074968	0.057469	0.043007
0.067697	0.074169	0.057389	0.041968
0.062024	0.066099	0.057389	0.042288
0.062903	0.061704	0.057070	0.043486
0.071212	0.065300	0.057629	0.042527
0.078563	0.072331	0.057789	0.042448
0.076326	0.075128	0.057070	0.043726
0.067777	0.074249	0.057709	0.042767
0.062183	0.067377	0.057869	0.042128
0.063622	0.062583	0.056830	0.042927
0.070893	0.065300	0.057469	0.042767
0.078484	0.073450	0.058748	0.042048
0.076646	0.076326	0.057789	0.042368
0.067377	0.073769	0.057389	0.042847
0.061624	0.068176	0.058508	0.041968
0.063622	0.063062	0.058029	0.042448
0.070334	0.065060	0.057709	0.042687
0.077365	0.073450	0.059387	0.041648
0.076726	0.076406	0.058268	0.042128
0.067377	0.073290	0.057549	0.042288
0.061145	0.067617	0.058828	0.041888
0.063302	0.062743	0.058268	0.041808
0.070733	0.064581	0.057629	0.042368
0.077445	0.072571	0.059627	0.041968
0.076246	0.075767	0.058108	0.042208
0.067777	0.073450	0.057549	0.042767
0.061384	0.066738	0.059467	0.042448
0.063462	0.062503	0.058108	0.042527
0.071212	0.064501	0.057869	0.043007
0.077525	0.072091	0.059147	0.042368
0.076886	0.076087	0.057789	0.042607
0.068256	0.073450	0.058029	0.043247
0.062183	0.066338	0.058668	0.042288
0.063622	0.063062	0.057549	0.042927
0.071372	0.065060	0.058029	0.043007
0.077844	0.071612	0.058348	0.042767
0.077205	0.076326	0.057549	0.042687
0.068336	0.073849	0.058029	0.042767
0.061864	0.066578	0.058748	0.042607
0.063702	0.063222	0.057709	0.042128
0.071292	0.065060	0.058508	0.043007
0.077125	0.071212	0.058668	0.043247
0.077365	0.076486	0.058188	0.041968
0.068975	0.074329	0.058588	0.042767
0.061305	0.066179	0.057629	0.043486
0.063861	0.063462	0.057869	0.041888
0.071292	0.065220	0.059067	0.042847
0.076806	0.071053	0.057789	0.043406
0.077205	0.076886	0.058108	0.042128
0.068895	0.074089	0.058907	0.042607
0.061225	0.066258	0.057150	0.043326
0.063622	0.063861	0.058029	0.042288
